"AV.gene","AJ.gene","BV.gene","BJ.gene","n"
"TRAV39","TRAJ33","TRBV5-6","TRBJ2-7",1
"TRAV39","TRAJ33","TRBV6-5","TRBJ2-2",1
"TRAV39","TRAJ34","TRBV4-1","TRBJ2-7",1
"TRAV39","TRAJ39","TRBV10-2","TRBJ2-1",1
"TRAV39","TRAJ39","TRBV29-1","TRBJ1-2",1
"TRAV39","TRAJ41","TRBV27","TRBJ2-2",1
"TRAV39","TRAJ41","TRBV28","TRBJ1-2",1
"TRAV39","TRAJ41","TRBV28","TRBJ1-4",1
"TRAV39","TRAJ43","TRBV12-4","TRBJ2-1",1
"TRAV39","TRAJ43","TRBV6-5","TRBJ1-6",1
"TRAV39","TRAJ47","TRBV27","TRBJ2-3",1
"TRAV39","TRAJ57","TRBV25-1","TRBJ1-2",1
"TRAV39","TRAJ58","TRBV7-6","TRBJ1-2",1
"TRAV4","TRAJ11","TRBV18","TRBJ2-1",1
"TRAV4","TRAJ12","TRBV5-6","TRBJ2-1",1
"TRAV4","TRAJ15","TRBV20-1","TRBJ1-5",1
"TRAV4","TRAJ15","TRBV5-6","TRBJ1-5",1
"TRAV4","TRAJ20","TRBV2","TRBJ2-2",1
"TRAV4","TRAJ20","TRBV27","TRBJ2-1",1
"TRAV4","TRAJ21","TRBV28","TRBJ2-3",1
"TRAV4","TRAJ23","TRBV29-1","TRBJ2-2",1
"TRAV4","TRAJ23","TRBV7-9","TRBJ1-2",1
"TRAV4","TRAJ26","TRBV15","TRBJ1-2",1
"TRAV4","TRAJ26","TRBV27","TRBJ2-1",1
"TRAV4","TRAJ28","TRBV2","TRBJ1-4",1
"TRAV4","TRAJ28","TRBV5-1","TRBJ2-3",1
"TRAV4","TRAJ3","TRBV5-1","TRBJ2-2",1
"TRAV4","TRAJ3","TRBV5-1","TRBJ2-3",1
"TRAV4","TRAJ3","TRBV9","TRBJ2-3",1
"TRAV4","TRAJ30","TRBV7-9","TRBJ1-1",1
"TRAV4","TRAJ32","TRBV14","TRBJ1-5",1
"TRAV4","TRAJ33","TRBV27","TRBJ1-5",1
"TRAV4","TRAJ34","TRBV4-2","TRBJ2-7",1
"TRAV4","TRAJ36","TRBV7-2","TRBJ2-7",1
"TRAV4","TRAJ38","TRBV24-1","TRBJ2-1",1
"TRAV4","TRAJ39","TRBV2","TRBJ1-4",1
"TRAV4","TRAJ39","TRBV4-1","TRBJ2-7",1
"TRAV4","TRAJ39","TRBV5-6","TRBJ1-1",1
"TRAV4","TRAJ39","TRBV6-5","TRBJ1-3",1
"TRAV4","TRAJ4","TRBV27","TRBJ1-2",1
"TRAV4","TRAJ4","TRBV27","TRBJ2-2",1
"TRAV4","TRAJ4","TRBV28","TRBJ1-2",1
"TRAV4","TRAJ4","TRBV5-1","TRBJ2-5",1
"TRAV4","TRAJ4","TRBV6-1","TRBJ1-2",1
"TRAV4","TRAJ4","TRBV6-1","TRBJ2-2",1
"TRAV4","TRAJ4","TRBV6-5","TRBJ2-1",1
"TRAV4","TRAJ4","TRBV6-6","TRBJ2-1",1
"TRAV4","TRAJ41","TRBV7-2","TRBJ1-2",1
"TRAV4","TRAJ42","TRBV10-3","TRBJ1-3",1
"TRAV4","TRAJ42","TRBV28","TRBJ2-3",1
"TRAV4","TRAJ42","TRBV6-5","TRBJ2-1",1
"TRAV4","TRAJ43","TRBV15","TRBJ1-2",1
"TRAV4","TRAJ43","TRBV27","TRBJ2-7",1
"TRAV4","TRAJ43","TRBV4-1","TRBJ2-7",1
"TRAV4","TRAJ43","TRBV6-3","TRBJ1-4",1
"TRAV4","TRAJ45","TRBV16","TRBJ2-7",1
"TRAV4","TRAJ6","TRBV28","TRBJ2-1",1
"TRAV4","TRAJ6","TRBV9","TRBJ2-7",1
"TRAV4","TRAJ8","TRBV29-1","TRBJ2-2",1
"TRAV4","TRAJ8","TRBV5-1","TRBJ1-2",1
"TRAV4","TRAJ8","TRBV9","TRBJ2-1",1
"TRAV4","TRAJ9","TRBV11-2","TRBJ2-7",1
"TRAV4","TRAJ9","TRBV28","TRBJ2-3",1
"TRAV4","TRAJ9","TRBV28","TRBJ2-7",1
"TRAV4","TRAJ9","TRBV4-1","TRBJ1-2",1
"TRAV4","TRAJ9","TRBV6-1","TRBJ1-5",1
"TRAV40","TRAJ32","TRBV28","TRBJ2-2",1
"TRAV40","TRAJ34","TRBV27","TRBJ2-3",1
"TRAV40","TRAJ47","TRBV6-5","TRBJ2-7",1
"TRAV41","TRAJ18","TRBV9","TRBJ2-1",1
"TRAV41","TRAJ26","TRBV27","TRBJ2-3",1
"TRAV41","TRAJ26","TRBV28","TRBJ2-4",1
"TRAV41","TRAJ30","TRBV12-3","TRBJ1-5",1
"TRAV41","TRAJ31","TRBV27","TRBJ2-5",1
"TRAV41","TRAJ32","TRBV27","TRBJ1-2",1
"TRAV41","TRAJ34","TRBV27","TRBJ1-1",1
"TRAV41","TRAJ34","TRBV27","TRBJ2-7",1
"TRAV41","TRAJ34","TRBV28","TRBJ2-1",1
"TRAV41","TRAJ34","TRBV9","TRBJ2-1",1
"TRAV41","TRAJ40","TRBV14","TRBJ2-7",1
"TRAV41","TRAJ42","TRBV28","TRBJ1-2",1
"TRAV41","TRAJ42","TRBV5-6","TRBJ1-1",1
"TRAV41","TRAJ42","TRBV6-2","TRBJ2-1",1
"TRAV41","TRAJ42","TRBV6-5","TRBJ2-1",1
"TRAV41","TRAJ44","TRBV29-1","TRBJ2-3",1
"TRAV41","TRAJ47","TRBV18","TRBJ1-1",1
"TRAV41","TRAJ47","TRBV6-3","TRBJ2-1",1
"TRAV41","TRAJ48","TRBV19","TRBJ1-2",1
"TRAV41","TRAJ48","TRBV27","TRBJ2-1",1
"TRAV41","TRAJ48","TRBV27","TRBJ2-3",1
"TRAV41","TRAJ48","TRBV27","TRBJ2-6",1
"TRAV41","TRAJ48","TRBV6-3","TRBJ2-2",1
"TRAV41","TRAJ48","TRBV6-6","TRBJ1-3",1
"TRAV41","TRAJ49","TRBV12-3","TRBJ2-1",1
"TRAV41","TRAJ49","TRBV4-1","TRBJ1-4",1
"TRAV41","TRAJ49","TRBV5-4","TRBJ2-3",1
"TRAV41","TRAJ50","TRBV19","TRBJ1-2",1
"TRAV41","TRAJ52","TRBV6-1","TRBJ1-1",1
"TRAV41","TRAJ54","TRBV19","TRBJ1-2",1
"TRAV41","TRAJ54","TRBV27","TRBJ2-5",1
"TRAV41","TRAJ54","TRBV28","TRBJ2-2",1
"TRAV5","TRAJ10","TRBV12-4","TRBJ2-2",1
"TRAV5","TRAJ10","TRBV20-1","TRBJ1-2",1
"TRAV5","TRAJ10","TRBV25-1","TRBJ2-5",1
"TRAV5","TRAJ11","TRBV30","TRBJ1-1",1
"TRAV5","TRAJ11","TRBV6-5","TRBJ2-3",1
"TRAV5","TRAJ11","TRBV9","TRBJ2-1",1
"TRAV5","TRAJ12","TRBV20-1","TRBJ1-2",1
"TRAV5","TRAJ12","TRBV30","TRBJ2-2",1
"TRAV5","TRAJ13","TRBV19","TRBJ1-2",1
"TRAV5","TRAJ13","TRBV4-1","TRBJ1-1",1
"TRAV5","TRAJ15","TRBV20-1","TRBJ2-7",1
"TRAV5","TRAJ15","TRBV5-1","TRBJ2-3",1
"TRAV5","TRAJ17","TRBV7-2","TRBJ2-7",1
"TRAV5","TRAJ20","TRBV20-1","TRBJ2-7",1
"TRAV5","TRAJ20","TRBV28","TRBJ2-4",1
"TRAV5","TRAJ20","TRBV4-1","TRBJ1-5",1
"TRAV5","TRAJ20","TRBV6-6","TRBJ1-2",1
"TRAV5","TRAJ21","TRBV25-1","TRBJ2-2",1
"TRAV5","TRAJ23","TRBV10-2","TRBJ1-1",1
"TRAV5","TRAJ23","TRBV19","TRBJ2-3",1
"TRAV5","TRAJ23","TRBV20-1","TRBJ1-5",1
"TRAV5","TRAJ24","TRBV29-1","TRBJ1-4",1
"TRAV5","TRAJ24","TRBV4-1","TRBJ1-1",1
"TRAV5","TRAJ26","TRBV29-1","TRBJ1-4",1
"TRAV5","TRAJ27","TRBV27","TRBJ1-4",1
"TRAV5","TRAJ29","TRBV10-2","TRBJ2-3",1
"TRAV5","TRAJ29","TRBV4-1","TRBJ2-1",1
"TRAV5","TRAJ3","TRBV14","TRBJ2-3",1
"TRAV5","TRAJ3","TRBV20-1","TRBJ2-7",1
"TRAV5","TRAJ3","TRBV3-1","TRBJ1-3",1
"TRAV5","TRAJ30","TRBV28","TRBJ2-1",1
"TRAV5","TRAJ31","TRBV2","TRBJ2-2",1
"TRAV5","TRAJ31","TRBV29-1","TRBJ1-4",1
"TRAV5","TRAJ31","TRBV6-5","TRBJ2-1",1
"TRAV5","TRAJ32","TRBV18","TRBJ1-2",1
"TRAV5","TRAJ32","TRBV4-1","TRBJ1-6",1
"TRAV5","TRAJ32","TRBV7-6","TRBJ2-1",1
"TRAV5","TRAJ33","TRBV27","TRBJ2-1",1
"TRAV5","TRAJ34","TRBV20-1","TRBJ1-2",1
"TRAV5","TRAJ36","TRBV13","TRBJ1-1",1
"TRAV5","TRAJ37","TRBV25-1","TRBJ2-7",1
"TRAV5","TRAJ37","TRBV28","TRBJ1-2",1
"TRAV5","TRAJ39","TRBV10-2","TRBJ2-2",1
"TRAV5","TRAJ39","TRBV19","TRBJ1-4",1
"TRAV5","TRAJ39","TRBV29-1","TRBJ1-5",1
"TRAV5","TRAJ39","TRBV4-2","TRBJ2-1",1
"TRAV5","TRAJ39","TRBV9","TRBJ2-1",1
"TRAV5","TRAJ4","TRBV20-1","TRBJ1-2",1
"TRAV5","TRAJ4","TRBV27","TRBJ2-1",1
"TRAV5","TRAJ4","TRBV5-5","TRBJ1-4",1
"TRAV5","TRAJ4","TRBV6-5","TRBJ2-3",1
"TRAV5","TRAJ40","TRBV20-1","TRBJ1-1",1
"TRAV5","TRAJ40","TRBV20-1","TRBJ2-1",1
"TRAV5","TRAJ41","TRBV25-1","TRBJ2-1",1
"TRAV5","TRAJ41","TRBV6-2","TRBJ1-5",1
"TRAV5","TRAJ42","TRBV14","TRBJ2-1",1
"TRAV5","TRAJ42","TRBV14","TRBJ2-7",1
"TRAV5","TRAJ42","TRBV19","TRBJ1-4",1
"TRAV5","TRAJ42","TRBV19","TRBJ2-1",1
"TRAV5","TRAJ42","TRBV19","TRBJ2-7",1
"TRAV5","TRAJ42","TRBV27","TRBJ2-5",1
"TRAV5","TRAJ42","TRBV28","TRBJ1-1",1
"TRAV5","TRAJ42","TRBV4-1","TRBJ1-1",1
"TRAV5","TRAJ42","TRBV6-1","TRBJ1-5",1
"TRAV5","TRAJ43","TRBV14","TRBJ2-7",1
"TRAV5","TRAJ43","TRBV29-1","TRBJ2-1",1
"TRAV5","TRAJ43","TRBV4-1","TRBJ1-5",1
"TRAV5","TRAJ48","TRBV20-1","TRBJ1-4",1
"TRAV5","TRAJ49","TRBV27","TRBJ1-1",1
"TRAV5","TRAJ5","TRBV4-1","TRBJ2-7",1
"TRAV5","TRAJ56","TRBV19","TRBJ2-3",1
"TRAV5","TRAJ6","TRBV15","TRBJ2-7",1
"TRAV5","TRAJ6","TRBV2","TRBJ2-7",1
"TRAV5","TRAJ6","TRBV24-1","TRBJ1-2",1
"TRAV5","TRAJ6","TRBV24-1","TRBJ2-3",1
"TRAV5","TRAJ6","TRBV25-1","TRBJ1-1",1
"TRAV5","TRAJ7","TRBV20-1","TRBJ1-2",1
"TRAV5","TRAJ8","TRBV28","TRBJ1-1",1
"TRAV5","TRAJ8","TRBV4-1","TRBJ2-2",1
"TRAV5","TRAJ9","TRBV6-1","TRBJ1-1",1
"TRAV5","TRAV5","TRBV19","TRBJ2-2",1
"TRAV6","TRAJ10","TRBV19","TRBJ2-1",1
"TRAV6","TRAJ11","TRBV28","TRBJ2-1",1
"TRAV6","TRAJ11","TRBV29-1","TRBJ2-5",1
"TRAV6","TRAJ11","TRBV5-4","TRBJ2-1",1
"TRAV6","TRAJ13","TRBV4-1","TRBJ2-7",1
"TRAV6","TRAJ23","TRBV27","TRBJ2-2",1
"TRAV6","TRAJ29","TRBV27","TRBJ1-5",1
"TRAV6","TRAJ30","TRBV11-2","TRBJ2-7",1
"TRAV6","TRAJ31","TRBV20-1","TRBJ1-2",1
"TRAV6","TRAJ36","TRBV18","TRBJ1-1",1
"TRAV6","TRAJ38","TRBV9","TRBJ2-2",1
"TRAV6","TRAJ42","TRBV6-6","TRBJ2-7",1
"TRAV6","TRAJ42","TRBV9","TRBJ2-7",1
"TRAV6","TRAJ43","TRBV11-2","TRBJ2-2",1
"TRAV6","TRAJ49","TRBV20-1","TRBJ2-1",1
"TRAV6","TRAJ49","TRBV20-1","TRBJ2-7",1
"TRAV6","TRAJ49","TRBV7-9","TRBJ2-2",1
"TRAV6","TRAJ7","TRBV30","TRBJ2-2",1
"TRAV6","TRAJ9","TRBV27","TRBJ1-5",1
"TRAV6","TRAJ9","TRBV6-1","TRBJ1-5",1
"TRAV8-1","TRAJ10","TRBV7-9","TRBJ1-5",1
"TRAV8-1","TRAJ13","TRBV12-5","TRBJ2-1",1
"TRAV8-1","TRAJ13","TRBV5-6","TRBJ2-7",1
"TRAV8-1","TRAJ20","TRBV28","TRBJ2-1",1
"TRAV8-1","TRAJ20","TRBV29-1","TRBJ2-2",1
"TRAV8-1","TRAJ20","TRBV7-9","TRBJ2-5",1
"TRAV8-1","TRAJ21","TRBV15","TRBJ2-1",1
"TRAV8-1","TRAJ23","TRBV6-4","TRBJ2-3",1
"TRAV8-1","TRAJ24","TRBV2","TRBJ2-1",1
"TRAV8-1","TRAJ29","TRBV19","TRBJ2-1",1
"TRAV8-1","TRAJ32","TRBV19","TRBJ1-1",1
"TRAV8-1","TRAJ33","TRBV4-2","TRBJ2-1",1
"TRAV8-1","TRAJ33","TRBV5-1","TRBJ1-1",1
"TRAV8-1","TRAJ34","TRBV19","TRBJ2-1",1
"TRAV8-1","TRAJ34","TRBV19","TRBJ2-7",1
"TRAV8-1","TRAJ34","TRBV20-1","TRBJ2-1",1
"TRAV8-1","TRAJ34","TRBV20-1","TRBJ2-2",1
"TRAV8-1","TRAJ34","TRBV24-1","TRBJ2-3",1
"TRAV8-1","TRAJ34","TRBV4-2","TRBJ2-1",1
"TRAV8-1","TRAJ34","TRBV7-2","TRBJ1-2",1
"TRAV8-1","TRAJ37","TRBV19","TRBJ2-7",1
"TRAV8-1","TRAJ37","TRBV6-6","TRBJ2-1",1
"TRAV8-1","TRAJ38","TRBV6-6","TRBJ2-3",1
"TRAV8-1","TRAJ39","TRBV7-2","TRBJ2-5",1
"TRAV8-1","TRAJ40","TRBV20-1","TRBJ2-2",1
"TRAV8-1","TRAJ41","TRBV30","TRBJ1-5",1
"TRAV8-1","TRAJ42","TRBV13","TRBJ2-1",1
"TRAV8-1","TRAJ42","TRBV6-5","TRBJ2-5",1
"TRAV8-1","TRAJ45","TRBV12-3","TRBJ2-1",1
"TRAV8-1","TRAJ52","TRBV28","TRBJ2-3",1
"TRAV8-1","TRAJ7","TRBV5-1","TRBJ1-2",1
"TRAV8-1","TRAJ8","TRBV19","TRBJ2-7",1
"TRAV8-1","TRAJ9","TRBV12-3","TRBJ1-1",1
"TRAV8-2","TRAJ13","TRBV24-1","TRBJ2-1",1
"TRAV8-2","TRAJ17","TRBV27","TRBJ1-1",1
"TRAV8-2","TRAJ29","TRBV29-1","TRBJ2-5",1
"TRAV8-2","TRAJ29","TRBV7-9","TRBJ1-5",1
"TRAV8-2","TRAJ30","TRBV4-2","TRBJ1-2",1
"TRAV8-2","TRAJ32","TRBV5-6","TRBJ2-7",1
"TRAV8-2","TRAJ34","TRBV7-8","TRBJ2-7",1
"TRAV8-2","TRAJ4","TRBV10-3","TRBJ1-1",1
"TRAV8-2","TRAJ4","TRBV20-1","TRBJ2-1",1
"TRAV8-2","TRAJ41","TRBV19","TRBJ1-6",1
"TRAV8-2","TRAJ41","TRBV19","TRBJ2-1",1
"TRAV8-2","TRAJ41","TRBV19","TRBJ2-7",1
"TRAV8-2","TRAJ42","TRBV7-3","TRBJ2-1",1
"TRAV8-2","TRAJ49","TRBV7-9","TRBJ1-1",1
"TRAV8-2","TRAJ5","TRBV7-2","TRBJ2-3",1
"TRAV8-3","TRAJ10","TRBV4-1","TRBJ2-2",1
"TRAV8-3","TRAJ15","TRBV3-1","TRBJ2-3",1
"TRAV8-3","TRAJ15","TRBV7-3","TRBJ2-1",1
"TRAV8-3","TRAJ17","TRBV5-6","TRBJ1-2",1
"TRAV8-3","TRAJ20","TRBV11-2","TRBJ2-3",1
"TRAV8-3","TRAJ20","TRBV28","TRBJ1-1",1
"TRAV8-3","TRAJ20","TRBV4-3","TRBJ1-5",1
"TRAV8-3","TRAJ26","TRBV15","TRBJ2-6",1
"TRAV8-3","TRAJ27","TRBV19","TRBJ2-3",1
"TRAV8-3","TRAJ27","TRBV4-1","TRBJ1-1",1
"TRAV8-3","TRAJ28","TRBV20-1","TRBJ2-2",1
"TRAV8-3","TRAJ28","TRBV4-1","TRBJ2-7",1
"TRAV8-3","TRAJ29","TRBV28","TRBJ2-3",1
"TRAV8-3","TRAJ33","TRBV6-1","TRBJ2-7",1
"TRAV8-3","TRAJ33","TRBV9","TRBJ2-3",1
"TRAV8-3","TRAJ34","TRBV19","TRBJ2-5",1
"TRAV8-3","TRAJ36","TRBV3-1","TRBJ2-4",1
"TRAV8-3","TRAJ37","TRBV11-2","TRBJ2-1",1
"TRAV8-3","TRAJ37","TRBV7-2","TRBJ1-1",1
"TRAV8-3","TRAJ39","TRBV9","TRBJ2-2",1
"TRAV8-3","TRAJ40","TRBV14","TRBJ1-1",1
"TRAV8-3","TRAJ40","TRBV20-1","TRBJ2-7",1
"TRAV8-3","TRAJ40","TRBV28","TRBJ2-7",1
"TRAV8-3","TRAJ40","TRBV6-4","TRBJ1-2",1
"TRAV8-3","TRAJ40","TRBV7-9","TRBJ2-7",1
"TRAV8-3","TRAJ41","TRBV9","TRBJ2-3",1
"TRAV8-3","TRAJ42","TRBV19","TRBJ2-1",1
"TRAV8-3","TRAJ43","TRBV12-3","TRBJ2-3",1
"TRAV8-3","TRAJ43","TRBV20-1","TRBJ2-3",1
"TRAV8-3","TRAJ43","TRBV27","TRBJ2-1",1
"TRAV8-3","TRAJ44","TRBV19","TRBJ2-3",1
"TRAV8-3","TRAJ44","TRBV6-5","TRBJ2-5",1
"TRAV8-3","TRAJ45","TRBV18","TRBJ2-7",1
"TRAV8-3","TRAJ45","TRBV28","TRBJ1-5",1
"TRAV8-3","TRAJ45","TRBV6-6","TRBJ2-7",1
"TRAV8-3","TRAJ47","TRBV27","TRBJ2-7",1
"TRAV8-3","TRAJ47","TRBV7-9","TRBJ2-1",1
"TRAV8-3","TRAJ49","TRBV27","TRBJ2-1",1
"TRAV8-3","TRAJ52","TRBV12-3","TRBJ2-2",1
"TRAV8-3","TRAJ53","TRBV13","TRBJ2-1",1
"TRAV8-3","TRAJ54","TRBV7-9","TRBJ1-5",1
"TRAV8-3","TRAJ57","TRBV6-2","TRBJ2-7",1
"TRAV8-3","TRAJ7","TRBV27","TRBJ2-3",1
"TRAV8-4","TRAJ11","TRBV19","TRBJ1-1",1
"TRAV8-4","TRAJ11","TRBV24-1","TRBJ2-1",1
"TRAV8-4","TRAJ15","TRBV12-4","TRBJ2-1",1
"TRAV8-4","TRAJ20","TRBV10-3","TRBJ2-1",1
"TRAV8-4","TRAJ20","TRBV28","TRBJ2-7",1
"TRAV8-4","TRAJ27","TRBV7-6","TRBJ2-7",1
"TRAV8-4","TRAJ3","TRBV25-1","TRBJ2-3",1
"TRAV8-4","TRAJ31","TRBV19","TRBJ2-7",1
"TRAV8-4","TRAJ31","TRBV5-1","TRBJ2-1",1
"TRAV8-4","TRAJ33","TRBV24-1","TRBJ2-2",1
"TRAV8-4","TRAJ33","TRBV24-1","TRBJ2-5",1
"TRAV8-4","TRAJ34","TRBV14","TRBJ2-5",1
"TRAV8-4","TRAJ34","TRBV20-1","TRBJ2-7",1
"TRAV8-4","TRAJ37","TRBV11-2","TRBJ2-1",1
"TRAV8-4","TRAJ43","TRBV12-4","TRBJ2-7",1
"TRAV8-4","TRAJ43","TRBV19","TRBJ1-5",1
"TRAV8-4","TRAJ43","TRBV2","TRBJ2-7",1
"TRAV8-4","TRAJ43","TRBV28","TRBJ1-2",1
"TRAV8-4","TRAJ43","TRBV6-1","TRBJ1-4",1
"TRAV8-4","TRAJ47","TRBV12-3","TRBJ2-3",1
"TRAV8-4","TRAJ48","TRBV2","TRBJ2-3",1
"TRAV8-4","TRAJ49","TRBV19","TRBJ2-1",1
"TRAV8-4","TRAJ5","TRBV28","TRBJ2-2",1
"TRAV8-4","TRAJ53","TRBV24-1","TRBJ2-1",1
"TRAV8-4","TRAJ54","TRBV18","TRBJ2-7",1
"TRAV8-4","TRAJ54","TRBV28","TRBJ2-3",1
"TRAV8-4","TRAJ6","TRBV14","TRBJ2-5",1
"TRAV8-4","TRAJ8","TRBV5-1","TRBJ1-4",1
"TRAV8-6","TRAJ11","TRBV5-4","TRBJ2-5",1
"TRAV8-6","TRAJ12","TRBV4-1","TRBJ2-7",1
"TRAV8-6","TRAJ17","TRBV27","TRBJ1-3",1
"TRAV8-6","TRAJ17","TRBV5-6","TRBJ2-1",1
"TRAV8-6","TRAJ20","TRBV11-2","TRBJ2-1",1
"TRAV8-6","TRAJ20","TRBV27","TRBJ1-1",1
"TRAV8-6","TRAJ22","TRBV12-3","TRBJ1-4",1
"TRAV8-6","TRAJ27","TRBV7-9","TRBJ2-5",1
"TRAV8-6","TRAJ29","TRBV27","TRBJ2-4",1
"TRAV8-6","TRAJ30","TRBV19","TRBJ2-1",1
"TRAV8-6","TRAJ30","TRBV28","TRBJ2-7",1
"TRAV8-6","TRAJ31","TRBV19","TRBJ1-5",1
"TRAV8-6","TRAJ32","TRBV3-1","TRBJ2-5",1
"TRAV8-6","TRAJ32","TRBV4-2","TRBJ2-3",1
"TRAV8-6","TRAJ34","TRBV20-1","TRBJ1-1",1
"TRAV8-6","TRAJ37","TRBV19","TRBJ2-7",1
"TRAV8-6","TRAJ41","TRBV27","TRBJ2-2",1
"TRAV8-6","TRAJ42","TRBV19","TRBJ1-2",1
"TRAV8-6","TRAJ42","TRBV19","TRBJ1-5",1
"TRAV8-6","TRAJ42","TRBV4-1","TRBJ1-3",1
"TRAV8-6","TRAJ48","TRBV19","TRBJ2-1",1
"TRAV8-6","TRAJ48","TRBV19","TRBJ2-7",1
"TRAV8-6","TRAJ48","TRBV5-6","TRBJ2-1",1
"TRAV8-6","TRAJ49","TRBV28","TRBJ1-1",1
"TRAV8-6","TRAJ52","TRBV18","TRBJ2-7",1
"TRAV8-6","TRAJ53","TRBV19","TRBJ2-1",1
"TRAV8-6","TRAJ53","TRBV27","TRBJ2-7",1
"TRAV8-6","TRAJ7","TRBV20-1","TRBJ2-2",1
"TRAV8-6","TRAJ8","TRBV7-9","TRBJ2-1",1
"TRAV8-6","TRAJ9","TRBV12-3","TRBJ2-5",1
"TRAV8-6","TRAJ9","TRBV9","TRBJ2-3",1
"TRAV9-1","TRAJ23","TRBV6-2","TRBJ2-5",1
"TRAV9-2","TRAJ12","TRBV20-1","TRBJ2-4",1
"TRAV9-2","TRAJ20","TRBV20-1","TRBJ2-2",1
"TRAV9-2","TRAJ20","TRBV28","TRBJ2-7",1
"TRAV9-2","TRAJ23","TRBV19","TRBJ1-2",1
"TRAV9-2","TRAJ26","TRBV4-2","TRBJ1-5",1
"TRAV9-2","TRAJ29","TRBV13","TRBJ1-5",1
"TRAV9-2","TRAJ3","TRBV18","TRBJ2-2",1
"TRAV9-2","TRAJ3","TRBV6-5","TRBJ2-1",1
"TRAV9-2","TRAJ34","TRBV6-2","TRBJ2-5",1
"TRAV9-2","TRAJ37","TRBV11-2","TRBJ2-5",1
"TRAV9-2","TRAJ37","TRBV11-2","TRBJ2-7",1
"TRAV9-2","TRAJ39","TRBV20-1","TRBJ2-7",1
"TRAV9-2","TRAJ4","TRBV4-1","TRBJ2-1",1
"TRAV9-2","TRAJ40","TRBV6-5","TRBJ1-2",1
"TRAV9-2","TRAJ43","TRBV11-2","TRBJ1-5",1
"TRAV9-2","TRAJ43","TRBV29-1","TRBJ1-1",1
"TRAV9-2","TRAJ45","TRBV2","TRBJ2-2",1
"TRAV9-2","TRAJ49","TRBV9","TRBJ2-1",1
"TRAV9-2","TRAJ50","TRBV19","TRBJ2-7",1
"TRAV9-2","TRAJ52","TRBV13","TRBJ1-4",1
"TRAV9-2","TRAJ52","TRBV6-5","TRBJ2-7",1
"TRAV9-2","TRAJ53","TRBV18","TRBJ2-7",1
"TRAV9-2","TRAJ53","TRBV29-1","TRBJ2-5",1
"TRAV9-2","TRAJ56","TRBV19","TRBJ2-3",1
"TRAV9-2","TRAJ56","TRBV6-5","TRBJ2-1",1
"TRAV9-2","TRAJ6","TRBV5-4","TRBJ2-5",1
"TRBV10-2","TRBJ1-1","TRBV10-2","TRBJ1-1",1
